Book-Rating,ISBN,User-ID
8.0,0886779952,132901
8.0,0060525460,93355
7.0,067101420X,55438
10.0,0743235150,224809
9.0,0142001740,39087
10.0,089480829X,20410
8.0,0446612790,48025
8.0,0671532278,170260
8.0,0062502182,85043
8.0,0330246674,187520
7.0,0451191145,191014
7.0,0451203046,251844
7.0,0886779162,129176
7.0,081291273X,16417
9.0,0688171621,114581
7.0,0590660543,20034
8.0,0316150460,38023
7.0,0064406520,60707
5.0,0156252805,207965
9.0,0312874847,98391
6.0,0553574477,278188
8.0,0316666343,144549
8.0,0452278112,79909
7.0,0821221310,60319
7.0,0312976275,49526
6.0,8408034634,9334
5.0,044020237X,91266
6.0,0446606812,139636
4.0,0618131736,236031
8.0,0399140913,16795
5.0,0316769487,168954
9.0,1853261874,12863
7.0,067944999X,123319
10.0,0822011654,249862
7.0,0385483724,118603
7.0,0747545634,6242
9.0,0671729411,104636
10.0,0373037147,8067
8.0,0440228840,267036
5.0,0020804016,101082
8.0,0425182037,132173
6.0,345386414X,169498
10.0,0452268664,76499
8.0,0764561634,156150
8.0,2843620198,137190
5.0,0671635867,113270
8.0,084394742X,240756
7.0,0553074997,183088
7.0,1562450409,143175
8.0,0892591587,156919
4.0,0349113424,62895
10.0,033034501X,209516
9.0,0345400747,61427
8.0,044651652X,269386
8.0,067003116X,184348
9.0,0515114006,153662
5.0,0786863056,205965
9.0,3453124499,120892
7.0,0373167318,278418
6.0,2020306492,110367
8.0,0060972459,128693
8.0,0140157565,70703
5.0,1566193060,244814
8.0,0452268060,166287
3.0,0971880107,130611
10.0,0671695886,98177
9.0,0385722192,43910
6.0,0380807343,47635
8.0,0312265859,226205
10.0,0962140406,225810
8.0,0062517856,69156
8.0,0373835728,104278
7.0,0689808828,37571
8.0,8423309223,62123
5.0,0451526066,254087
7.0,1878239910,110579
6.0,0553211277,249732
9.0,0440204623,93996
5.0,0133737969,193498
6.0,067976397X,37310
8.0,0345327225,115286
6.0,0061000019,38556
4.0,0425164349,241239
3.0,1573225789,251721
10.0,0399151613,18312
10.0,0375821708,203074
7.0,068481465X,77383
5.0,0375753788,189835
7.0,8427024231,260473
2.0,0761129588,132786
7.0,0671553046,133416
9.0,0440157587,241100
9.0,0440214424,132836
7.0,0064400557,155147
9.0,0451206673,179718
9.0,0061092738,114141
9.0,0316128228,30261
10.0,0373218036,204813
8.0,0060914289,228245
8.0,8817106100,204860
8.0,0312291639,45745
4.0,0446513954,105517
4.0,0671014919,30810
4.0,0380753847,246495
10.0,0921586949,140555
7.0,0792452593,132836
7.0,0590412183,227447
5.0,0786889616,276231
7.0,3518374869,133564
7.0,0552995274,177277
7.0,0553578308,114868
8.0,0201758466,89917
8.0,034542039X,100906
8.0,0671511424,207521
7.0,0684807890,11676
4.0,1560542837,152520
7.0,0805003169,69355
1.0,0091637902,72874
6.0,0312982143,240568
9.0,0345417100,144555
7.0,0679735771,143909
9.0,0764312820,63714
9.0,0140292942,151963
7.0,0553404350,167507
8.0,0812533534,219094
7.0,0060958022,207275
8.0,0385492103,73681
9.0,0684717603,162738
7.0,0671001795,187065
10.0,0446531413,148898
8.0,0679430881,42931
5.0,0060915153,252820
8.0,093607003X,64629
7.0,0670892963,126659
7.0,0553107240,199494
10.0,4770015534,158127
10.0,1551666189,99347
5.0,1929378017,110414
1.0,0141302038,251069
8.0,0446528382,91184
4.0,3453177746,119642
5.0,0373835248,97198
5.0,0316769495,9806
9.0,055310666X,145826
10.0,0553586122,158033
7.0,0446326798,19085
10.0,1401201989,265146
2.0,0140132708,98887
10.0,0553212419,254206
8.0,0061012467,11676
8.0,0786886307,166646
8.0,0684853205,211344
9.0,0440211476,78553
9.0,0898310032,220399
9.0,0380804697,29204
7.0,0671023225,94997
9.0,0060973323,28667
7.0,0804101515,133571
5.0,0671722859,241614
8.0,0440236819,234165
10.0,0140586067,194646
10.0,1578566312,73822
7.0,0671670883,216444
6.0,0066212596,146248
4.0,0747528306,108379
7.0,0374504938,171118
6.0,0821772953,65837
7.0,0804114579,207825
7.0,0440223547,165319
5.0,1883402484,38556
9.0,0140177043,140863
5.0,0679783261,7330
9.0,0425126870,63956
8.0,3499139359,184871
10.0,0553274295,55395
9.0,0316666343,228477
5.0,0340693088,261037
4.0,3434545018,202501
10.0,840130315X,156390
9.0,0385263414,231592
7.0,0671042572,248901
7.0,3423130563,98649
10.0,2070388905,40988
8.0,0316153915,159724
7.0,1573225789,142088
8.0,0375501207,244506
5.0,0099771519,209229
9.0,0451404513,156467
8.0,0060414189,262998
8.0,0684850737,39281
5.0,0671695304,177703
9.0,0061052965,272239
8.0,1858285453,9516
8.0,006017773X,11676
7.0,1892442108,152706
10.0,1401053750,237334
7.0,0152099905,28255
6.0,0373218435,63595
8.0,0439139597,190448
8.0,0877799113,257204
8.0,1852277629,112709
8.0,0375727132,208751
10.0,0142001740,106937
9.0,0060936460,62867
5.0,0679641033,189835
7.0,8470308041,171653
9.0,0618094997,236847
5.0,1559724293,60097
8.0,0684196395,207835
7.0,8448039289,224635
7.0,0609607944,106862
5.0,039914143X,258905
7.0,0446604011,86641
7.0,0809117541,98686
9.0,0786885688,210597
9.0,0399148248,11676
1.0,0395883237,235784
8.0,051513628X,88693
7.0,0671038184,192710
9.0,0786012633,138393
7.0,0517189682,105517
8.0,0380717018,30533
10.0,1400034779,170675
9.0,0156000970,225595
8.0,0312291639,88283
8.0,0415127351,165806
8.0,0312205406,13273
6.0,042514531X,189973
7.0,0374281602,226610
7.0,0393315592,152050
7.0,0451173139,114089
7.0,2226094458,63665
7.0,3548359698,202173
5.0,0061008095,51883
9.0,0515136204,274308
9.0,0451172817,269410
6.0,033510178X,152435
5.0,8474861063,49144
8.0,0140622144,53628
10.0,0345434498,223201
7.0,0316666343,150661
9.0,0671617028,173415
9.0,0380815265,182085
9.0,0553247646,187290
8.0,0440226104,51783
8.0,8807815915,43520
5.0,082171841X,72352
9.0,0671025368,63394
10.0,0425173631,5582
5.0,0843937742,266750
5.0,074323748X,120696
9.0,0448095114,39616
9.0,0380726297,45315
5.0,0060234881,30889
9.0,0786868716,253964
8.0,0525940588,257495
10.0,0142302066,44091
10.0,0140621377,12272
7.0,0140043888,92330
7.0,0451203046,274301
5.0,1575251450,86242
8.0,0385335881,226743
8.0,0385338090,208591
5.0,0816752087,6575
8.0,0553208845,200198
3.0,0316037451,201684
5.0,0451403231,102359
10.0,0446532452,185722
7.0,0061009482,196502
9.0,1557850739,204044
10.0,0451521242,101550
5.0,0966817702,181389
6.0,0586216855,161577
1.0,0452264464,105517
10.0,0374199698,229551
10.0,0446342963,55490
8.0,0060586370,254467
5.0,068815901X,112157
10.0,067940676X,37974
4.0,0804115427,116416
8.0,1568656092,23768
3.0,1576737330,230013
9.0,0020296703,60707
9.0,0553569074,128306
8.0,0061054437,48355
7.0,0425164071,93047
7.0,0441102670,150896
10.0,0198606362,30511
7.0,0449208796,236113
10.0,0658013319,55802
10.0,0345413369,134118
5.0,1576750620,249684
8.0,0671020374,177458
9.0,0316776963,253209
5.0,0451521250,71847
5.0,1558745017,201404
6.0,0571195652,258867
9.0,0671042408,217352
7.0,0743203631,11676
5.0,0025845403,189835
10.0,0140053204,16488
8.0,0060185287,6563
8.0,0373244347,251797
9.0,0440154731,96357
8.0,0345421418,11676
6.0,0300093055,200643
10.0,045120851X,63595
5.0,0590446894,185233
8.0,0375727345,53392
10.0,1585420859,96554
9.0,0345351525,138543
8.0,0451151887,26535
10.0,0446310492,192739
5.0,0671776126,210317
8.0,0421767405,83743
8.0,0553348809,79441
9.0,0060571225,89507
5.0,0385512147,53590
7.0,0060202491,201017
1.0,0671026453,66797
7.0,0843948892,31082
9.0,0375701214,72026
9.0,0553574671,66591
6.0,1572313730,184661
10.0,0964407604,239105
10.0,0684835959,125400
7.0,0380703467,97014
5.0,0440224845,120598
8.0,0609802623,177458
10.0,0743439740,43806
10.0,0440498058,47118
7.0,052594690X,93245
9.0,0805009027,55861
8.0,046087490X,149421
8.0,0312924585,187145
10.0,0553579754,196187
8.0,080411109X,150561
10.0,0312983298,156467
5.0,0679751319,12282
7.0,0515094978,136010
9.0,0738703192,232945
10.0,0515132020,239688
8.0,0553202871,226297
7.0,042510687X,109901
9.0,0440203856,217740
5.0,0553575538,158033
8.0,0449911012,240144
10.0,8477204055,134556
8.0,1853263974,85526
8.0,2742714448,8890
10.0,0515102636,182086
8.0,0671707612,51674
9.0,044020934X,31082
8.0,080410526X,148744
9.0,0515127132,135149
10.0,1575450623,159213
8.0,0517545160,35857
9.0,051512527X,153662
6.0,0486222268,177918
7.0,0441006108,102647
7.0,0316130133,7630
9.0,068487217X,113519
9.0,0201710919,195374
10.0,0671021001,42509
9.0,0710209398,248718
5.0,8401329132,11676
8.0,0072227427,97874
5.0,0754035050,189835
7.0,0316693006,95316
8.0,043912042X,154583
8.0,0440222656,70052
9.0,0743237188,124571
4.0,0671877399,54652
7.0,0425097269,105028
6.0,0441001211,133571
9.0,3442726018,54828
5.0,0671027360,69823
7.0,0671536192,163973
8.0,0060548215,265889
8.0,0345443284,113823
9.0,3596125723,219813
7.0,1551669307,171214
10.0,1850746680,63714
5.0,0786889098,17761
7.0,0380756277,172676
8.0,0553280341,211199
10.0,0380868768,22107
5.0,0449147738,66680
8.0,0553582267,235105
6.0,0553583565,168402
6.0,0679411674,155810
7.0,0446607193,174892
8.0,0156966107,134835
5.0,0446354732,240035
7.0,038542017X,69971
6.0,0671646478,191716
10.0,015696256X,59933
9.0,0380806576,177021
10.0,0671640771,33179
5.0,0886772001,140358
8.0,0385504209,5559
8.0,0425086798,58993
9.0,0590399942,65098
5.0,0553404881,184394
7.0,0312807473,171118
8.0,014054514X,179826
7.0,1852309024,117384
4.0,2277302686,11676
3.0,0060920874,191578
10.0,0590371258,98861
10.0,0141314575,49155
6.0,0451197747,94494
7.0,0195117905,200226
7.0,0940322153,136280
10.0,0380720191,3145
